107,1,1333.14,680.37,48.24,133.58,0.3485,-1,-1,-1
214,2,1548.27,885.74,86.90,193.26,0.3711,-1,-1,-1
215,2,1545.40,884.13,88.67,194.87,0.3724,-1,-1,-1
216,2,1541.81,882.59,91.02,196.41,0.3689,-1,-1,-1
217,2,1538.66,880.61,91.29,198.39,0.4067,-1,-1,-1
218,2,1536.27,878.68,90.78,200.32,0.3853,-1,-1,-1
219,2,1533.48,875.14,89.38,202.10,0.4483,-1,-1,-1
220,2,1530.69,871.39,87.45,203.58,0.5061,-1,-1,-1
221,2,1527.95,867.45,86.43,204.53,0.4773,-1,-1,-1
229,3,1515.82,828.72,78.36,202.86,0.4972,-1,-1,-1
230,3,1514.68,826.92,78.38,203.91,0.4933,-1,-1,-1
231,3,1511.91,825.00,80.02,204.80,0.4911,-1,-1,-1
232,3,1508.37,823.07,82.43,205.30,0.4666,-1,-1,-1
235,4,1495.71,810.85,84.96,203.00,0.5198,-1,-1,-1
236,4,1495.11,809.13,84.89,202.04,0.3834,-1,-1,-1
244,5,1483.86,776.15,85.16,195.27,0.4294,-1,-1,-1
245,5,1483.34,775.01,84.39,196.06,0.3527,-1,-1,-1
246,5,1482.35,773.49,83.96,196.71,0.3799,-1,-1,-1
247,5,1482.50,771.32,81.38,197.06,0.3675,-1,-1,-1
248,5,1481.79,767.47,79.13,197.77,0.4075,-1,-1,-1
249,5,1480.64,764.18,78.09,197.69,0.3929,-1,-1,-1
250,5,1479.50,761.12,77.56,197.78,0.3496,-1,-1,-1
263,6,1455.16,704.77,79.05,199.12,0.5222,-1,-1,-1
264,6,1455.75,701.81,77.76,199.44,0.4861,-1,-1,-1
265,6,1456.59,698.50,76.17,201.87,0.4432,-1,-1,-1
269,7,1454.56,676.25,76.40,185.55,0.4861,-1,-1,-1
270,7,1451.03,674.79,79.99,186.86,0.5287,-1,-1,-1
271,7,1449.43,673.34,80.86,188.06,0.4835,-1,-1,-1
272,7,1448.44,671.71,80.94,189.16,0.4411,-1,-1,-1
273,7,1448.18,669.57,78.86,190.58,0.4353,-1,-1,-1
274,7,1447.15,667.47,78.60,190.96,0.4114,-1,-1,-1
275,7,1445.70,665.26,78.42,191.21,0.3993,-1,-1,-1
276,7,1444.95,662.81,76.49,191.61,0.3857,-1,-1,-1
277,7,1444.41,659.26,73.68,192.15,0.4362,-1,-1,-1
278,7,1442.95,655.60,73.47,191.25,0.4490,-1,-1,-1
455,8,1041.83,718.25,57.33,157.01,0.4430,-1,-1,-1
456,8,1042.15,718.21,56.09,157.22,0.3410,-1,-1,-1
457,8,1042.61,718.76,54.84,156.87,0.3308,-1,-1,-1
458,8,1043.04,717.97,53.72,157.73,0.3349,-1,-1,-1
459,8,1043.48,717.20,52.82,158.40,0.3144,-1,-1,-1
460,8,1043.80,717.24,52.19,158.32,0.3055,-1,-1,-1
461,8,1043.72,718.09,52.38,157.58,0.2620,-1,-1,-1
462,8,1043.56,718.77,52.55,156.99,0.2715,-1,-1,-1
463,8,1043.65,719.82,52.27,156.23,0.3118,-1,-1,-1
464,8,1043.42,721.14,52.39,155.42,0.3159,-1,-1,-1
465,8,1043.05,722.29,52.75,154.71,0.2928,-1,-1,-1
466,8,1043.02,723.37,52.73,154.09,0.2527,-1,-1,-1
467,8,1043.48,723.76,51.87,153.99,0.3322,-1,-1,-1
468,8,1043.16,724.56,52.33,153.65,0.2974,-1,-1,-1
469,8,1042.30,725.50,53.31,153.38,0.3336,-1,-1,-1
470,8,1042.00,726.40,53.49,152.98,0.3125,-1,-1,-1
471,8,1041.55,727.11,53.97,152.66,0.3141,-1,-1,-1
472,8,1041.35,728.02,54.06,152.21,0.2912,-1,-1,-1
473,8,1041.02,728.77,54.37,151.72,0.2869,-1,-1,-1
474,8,1040.65,729.80,54.69,151.00,0.3126,-1,-1,-1
475,8,1041.10,730.71,53.83,150.61,0.3103,-1,-1,-1
476,8,1041.55,731.37,53.08,150.32,0.2840,-1,-1,-1
477,8,1041.71,731.87,52.76,150.12,0.2928,-1,-1,-1
571,9,283.55,669.45,61.63,184.97,0.5243,-1,-1,-1
572,9,282.81,669.75,62.61,184.91,0.5287,-1,-1,-1
573,9,282.57,670.11,62.53,184.68,0.5508,-1,-1,-1
574,9,284.36,670.37,59.66,184.65,0.5600,-1,-1,-1
575,9,285.72,670.89,58.00,184.40,0.5367,-1,-1,-1
576,9,286.22,671.21,57.78,184.46,0.5654,-1,-1,-1
577,9,284.93,671.38,59.71,184.43,0.5657,-1,-1,-1
578,9,285.28,671.95,59.36,183.96,0.5577,-1,-1,-1
579,9,284.68,672.39,60.40,183.58,0.5727,-1,-1,-1
580,9,285.05,672.86,60.15,183.27,0.5494,-1,-1,-1
581,9,285.58,673.54,59.63,183.02,0.5406,-1,-1,-1
582,9,285.40,674.82,59.80,182.50,0.5732,-1,-1,-1
583,9,285.81,675.54,59.11,182.37,0.5920,-1,-1,-1
584,9,286.14,676.47,58.91,181.83,0.5829,-1,-1,-1
585,9,285.61,677.08,59.37,181.39,0.5690,-1,-1,-1
586,9,286.30,677.23,57.77,181.31,0.5801,-1,-1,-1
587,9,286.39,677.63,57.52,181.00,0.5850,-1,-1,-1
588,9,286.46,677.89,57.21,180.81,0.5980,-1,-1,-1
589,9,286.62,678.25,56.67,180.65,0.6075,-1,-1,-1
590,9,286.73,678.71,56.12,180.29,0.6141,-1,-1,-1
591,9,286.50,678.80,56.47,180.07,0.5999,-1,-1,-1
592,9,286.41,678.45,56.12,180.35,0.5791,-1,-1,-1
593,9,286.34,678.19,55.85,180.59,0.5914,-1,-1,-1
594,9,286.30,678.51,55.78,180.31,0.5877,-1,-1,-1
595,9,286.14,678.88,56.24,180.08,0.6035,-1,-1,-1
596,9,285.86,679.25,56.39,179.90,0.5618,-1,-1,-1
597,9,285.74,680.57,56.65,178.88,0.5585,-1,-1,-1
598,9,285.57,681.78,56.96,177.88,0.5435,-1,-1,-1
599,9,285.54,681.14,56.58,178.45,0.5987,-1,-1,-1
600,9,285.43,680.98,56.51,178.49,0.5767,-1,-1,-1
601,9,285.21,681.32,56.57,178.05,0.5847,-1,-1,-1
602,9,284.64,683.02,57.33,176.55,0.4770,-1,-1,-1
603,9,284.82,684.01,56.83,176.06,0.5806,-1,-1,-1
604,9,284.70,684.55,56.93,175.84,0.5449,-1,-1,-1
605,9,284.65,685.35,56.14,175.33,0.5515,-1,-1,-1
606,9,284.50,685.76,55.14,175.15,0.5649,-1,-1,-1
607,9,284.17,686.19,54.36,174.95,0.5873,-1,-1,-1
608,9,284.06,686.22,53.77,175.01,0.5904,-1,-1,-1
609,9,283.13,686.26,54.41,175.06,0.5518,-1,-1,-1
610,9,283.38,686.94,53.51,174.49,0.5284,-1,-1,-1
611,9,283.55,687.43,53.09,174.05,0.5503,-1,-1,-1
612,9,283.90,687.01,52.32,174.77,0.5563,-1,-1,-1
613,9,284.25,686.75,51.67,175.28,0.5337,-1,-1,-1
614,9,284.27,686.54,51.61,175.89,0.5133,-1,-1,-1
615,9,284.32,686.16,51.51,176.52,0.4756,-1,-1,-1
616,9,284.16,686.16,51.82,176.72,0.4867,-1,-1,-1
617,9,284.46,686.48,51.39,176.58,0.4780,-1,-1,-1
618,9,284.54,686.64,51.22,176.61,0.4620,-1,-1,-1
619,9,284.45,687.01,51.26,176.62,0.4847,-1,-1,-1
620,9,284.64,686.85,50.99,177.15,0.4767,-1,-1,-1
621,9,284.71,686.89,50.69,177.42,0.4549,-1,-1,-1
622,9,284.70,686.68,50.62,177.87,0.4566,-1,-1,-1
623,9,285.11,687.16,50.13,177.75,0.5129,-1,-1,-1
624,9,285.21,687.88,50.11,177.50,0.5219,-1,-1,-1
625,9,284.93,688.27,50.51,177.50,0.5121,-1,-1,-1
626,9,284.84,688.68,50.68,177.44,0.5124,-1,-1,-1
627,9,284.99,688.75,50.46,177.69,0.4953,-1,-1,-1
628,9,285.03,689.01,50.44,177.76,0.4986,-1,-1,-1
629,9,285.00,689.59,50.64,177.29,0.5079,-1,-1,-1
630,9,285.06,690.31,50.42,176.82,0.4841,-1,-1,-1
631,9,284.96,691.21,50.73,176.16,0.4965,-1,-1,-1
632,9,284.78,692.19,51.16,175.89,0.5082,-1,-1,-1
633,9,284.76,693.04,51.20,175.45,0.5040,-1,-1,-1
634,9,284.72,693.45,51.31,175.42,0.4942,-1,-1,-1
635,9,284.68,693.81,51.44,175.27,0.5036,-1,-1,-1
636,9,284.55,694.15,51.56,175.17,0.5241,-1,-1,-1
637,9,284.72,694.28,51.23,175.36,0.5332,-1,-1,-1
638,9,284.59,693.96,51.36,175.75,0.4930,-1,-1,-1
639,9,284.46,694.23,51.49,175.92,0.5229,-1,-1,-1
640,9,284.10,694.60,51.86,176.07,0.5281,-1,-1,-1
641,9,284.08,694.88,51.82,176.24,0.5168,-1,-1,-1
642,9,283.93,695.64,52.04,176.04,0.5241,-1,-1,-1
643,9,283.61,696.31,52.46,175.72,0.5058,-1,-1,-1
644,9,283.55,696.57,52.41,175.73,0.4963,-1,-1,-1
645,9,283.62,696.78,52.46,175.76,0.4923,-1,-1,-1
646,9,283.88,697.10,52.25,175.66,0.4859,-1,-1,-1
647,9,284.12,697.51,51.89,175.61,0.5081,-1,-1,-1
648,9,284.03,697.78,51.98,176.04,0.4878,-1,-1,-1
649,9,284.06,698.35,51.93,175.86,0.4488,-1,-1,-1
650,9,284.34,698.74,51.48,175.98,0.4658,-1,-1,-1
651,9,284.42,699.88,51.68,175.41,0.4581,-1,-1,-1
652,9,284.36,700.17,51.78,175.83,0.4457,-1,-1,-1
653,9,284.49,700.46,51.78,176.10,0.4432,-1,-1,-1
654,9,284.34,701.05,52.09,176.20,0.4473,-1,-1,-1
655,9,284.78,701.61,51.45,176.20,0.4578,-1,-1,-1
656,9,285.26,701.95,51.06,176.45,0.4420,-1,-1,-1
